Unnamed: 0,Player,height,weight,collage,born,birth_city,birth_state,height_m,bmi
3372,Eric Maynor,190.0,79.0,Virginia Commonwealth University,1987.0,Raeford,North Carolina,1.9,21.883656509695292
3373,Jodie Meeks,193.0,95.0,University of Kentucky,1987.0,Norcross,Georgia,1.93,25.50404037692287
3374,Patty Mills,203.0,111.0,Louisiana Tech University,1985.0,Monroe,Louisiana,2.03,26.935863524958148
3375,Byron Mullens,213.0,124.0,Ohio State University,1989.0,Canal Winchester,Ohio,2.13,27.331437765875382
3376,A.J. Price,213.0,124.0,,1989.0,,,2.13,27.331437765875382
3377,DaJuan Summers,203.0,104.0,Georgetown University,1988.0,Baltimore,Maryland,2.03,25.237205464825653
3378,Jermaine Taylor,193.0,79.0,Texas Tech University,1960.0,Blytheville,Arkansas,1.93,21.20862305028323
3379,Jeff Teague,188.0,84.0,Wake Forest University,1988.0,Indianapolis,Indiana,1.88,23.766410140334994
3380,Garrett Temple,198.0,88.0,Louisiana State University,1986.0,Baton Rouge,Louisiana,1.98,22.44668911335578
3381,Hasheem Thabeet,221.0,119.0,University of Connecticut,1987.0,Dar es Salaam,United Republic of Tanzania,2.21,24.364775495997215
3382,Marcus Thornton,193.0,92.0,Louisiana State University,1987.0,Baton Rouge,Louisiana,1.93,24.69864962817794
3383,Terrence Williams,198.0,99.0,University of Louisville,1987.0,Seattle,Washington,1.98,25.252525252525253
3384,Sam Young,198.0,99.0,University of Pittsburgh,1985.0,Washington,District of Columbia,1.98,25.252525252525253
3385,Jeff Adrien,201.0,111.0,University of Connecticut,1986.0,Brookline,Massachusetts,2.01,27.474567461201463
3386,Solomon Alabi,216.0,113.0,Florida State University,1988.0,Kaduna,Nigeria,2.16,24.219821673525374
3387,Cole Aldrich,211.0,113.0,University of Kansas,1988.0,Burnsville,Minnesota,2.11,25.3812807439186
3388,Al-Farouq Aminu,206.0,99.0,Wake Forest University,1990.0,Atlanta,Georgia,2.06,23.329248751060423
3389,James Anderson,198.0,96.0,Oklahoma State University,1989.0,El Dorado,Arkansas,1.98,24.487297214569942
3390,Omer Asik,213.0,115.0,,1986.0,Bursa,Turkey,2.13,25.34770437964249
3391,Luke Babbitt,206.0,102.0,"University of Nevada, Reno",1989.0,Cincinnati,Ohio,2.06,24.036195682910737
3392,Eric Bledsoe,185.0,86.0,University of Kentucky,1989.0,Birmingham,Alabama,1.85,25.127830533235937
3393,Trevor Booker,203.0,103.0,Clemson University,1987.0,Newberry,South Carolina,2.03,24.994540027663867
3394,Craig Brackins,208.0,104.0,Iowa State University,1987.0,Los Angeles,California,2.08,24.038461538461537
3395,Avery Bradley,188.0,81.0,University of Texas at Austin,1990.0,Tacoma,Washington,1.88,22.917609778180175
3396,Derrick Caracter,206.0,124.0,University of Texas at El Paso,1988.0,Fanwood,New Jersey,2.06,29.220473183146385
3397,Sherron Collins,180.0,92.0,University of Kansas,1987.0,Chicago,Illinois,1.8,28.39506172839506
3398,Marcus Cousin,211.0,111.0,University of Houston,1986.0,Baltimore,Maryland,2.11,24.932054536061635
3399,DeMarcus Cousins,211.0,122.0,University of Kentucky,1990.0,Mobile,Alabama,2.11,27.40279867927495
3400,Jordan Crawford,196.0,95.0,University of Kentucky,1986.0,Detroit,Michigan,1.96,24.729279466888798
3401,Ed Davis,208.0,108.0,University of North Carolina,1989.0,Washington,District of Columbia,2.08,24.96301775147929
3402,Zabian Dowdell,190.0,86.0,Virginia Polytechnic Institute and State University,1984.0,Pahokee,Florida,1.9,23.822714681440445
3403,Devin Ebanks,206.0,97.0,West Virginia University,1989.0,Queens,New York,2.06,22.857950796493544
3404,Semih Erden,213.0,108.0,,1986.0,Istanbul,Turkey,2.13,23.804800634794688
3405,Jeremy Evans,206.0,90.0,Western Kentucky University,1987.0,Crossett,Arkansas,2.06,21.208407955509475
3406,Patrick Ewing,213.0,108.0,Georgetown University,1962.0,Kingston,Jamaica,2.13,23.804800634794688
3407,Christian Eyenga,196.0,95.0,,1989.0,Kinshasa,Democratic Republic of the Congo,1.96,24.729279466888798
3408,Derrick Favors,208.0,120.0,Georgia Institute of Technology,1991.0,Atlanta,Georgia,2.08,27.73668639053254
3409,Landry Fields,201.0,95.0,Stanford University,1988.0,Long Beach,California,2.01,23.514269448776027
3410,Gary Forbes,201.0,99.0,University of Massachusetts Amherst,1985.0,Colon,Panama,2.01,24.504343951882387
3411,Paul George,206.0,99.0,"California State University, Fresno",1990.0,Palmdale,California,2.06,23.329248751060423
3412,Blake Griffin,208.0,113.0,University of Oklahoma,1989.0,Oklahoma City,Oklahoma,2.08,26.118713017751478
3413,Luke Harangody,203.0,111.0,University of Notre Dame,1988.0,Decatur,Illinois,2.03,26.935863524958148
3414,Manny Harris,196.0,83.0,University of Michigan,1989.0,Detroit,Michigan,1.96,21.605581007913372
3415,Gordon Hayward,203.0,102.0,Butler University,1990.0,Indianapolis,Indiana,2.03,24.75187459050208
3416,Lazar Hayward,198.0,102.0,Marquette University,1986.0,Buffalo,New York,1.98,26.017753290480563
3417,Xavier Henry,198.0,99.0,University of Kansas,1991.0,Gent,Belgium,1.98,25.252525252525253
3418,Damion James,201.0,102.0,University of Texas at Austin,1987.0,Hobbs,New Mexico,2.01,25.246899829212154
3419,Eugene Jeter,180.0,79.0,University of Portland,1983.0,Los Angeles,California,1.8,24.382716049382715
3420,Armon Johnson,196.0,107.0,Bemidji State University,1920.0,Gonvick,Minnesota,1.96,27.852977925864227
3421,Chris Johnson,183.0,77.0,University of California,1949.0,Corpus Christi,Texas,1.83,22.99262444384723
3422,Wesley Johnson,201.0,97.0,Syracuse University,1987.0,Corsicana,Texas,2.01,24.009306700329205
3423,Dominique Jones,203.0,99.0,Mississippi State University,1975.0,Nashville,Tennessee,2.03,24.023878279016728
3424,Gani Lawal,206.0,106.0,Georgia Institute of Technology,1988.0,College Park,Georgia,2.06,24.97879159204449
3425,Jeremy Lin,190.0,90.0,Harvard University,1988.0,Palo Alto,California,1.9,24.930747922437675
3426,Greg Monroe,211.0,120.0,Georgetown University,1990.0,New Orleans,Louisiana,2.11,26.953572471417985
3427,Timofey Mozgov,216.0,124.0,,1986.0,St. Petersburg,Russia,2.16,26.57750342935528
3428,Hamady N'Diaye,213.0,106.0,Rutgers University,1987.0,Dakar,Senegal,2.13,23.363970993409602
3429,Gary Neal,193.0,95.0,Towson University,1984.0,Baltimore,Maryland,1.93,25.50404037692287
3430,Larry Owens,201.0,95.0,Oral Roberts University,1983.0,Mesa,Arizona,2.01,23.514269448776027
3431,Patrick Patterson,206.0,104.0,University of Kentucky,1989.0,Washington,District of Columbia,2.06,24.507493637477616
3432,Nikola Pekovic,211.0,139.0,,1986.0,Bijelo Polje,Montenegro,2.11,31.221221446059165
3433,Dexter Pittman,211.0,139.0,University of Texas at Austin,1988.0,Rosenberg,Texas,2.11,31.221221446059165
3434,Quincy Pondexter,201.0,99.0,University of Washington,1988.0,Fresno,California,2.01,24.504343951882387
3435,Andy Rautins,193.0,86.0,Syracuse University,1986.0,Syracuse,New York,1.93,23.087868130688072
3436,Samardo Samuels,206.0,117.0,University of Louisville,1989.0,Trelawny,Jamaica,2.06,27.570930342162317
3437,Larry Sanders,211.0,106.0,Virginia Commonwealth University,1988.0,Fort Pierce,Florida,2.11,23.80898901641922
3438,Kevin Seraphin,206.0,129.0,,1989.0,Cayenne,French Guiana,2.06,30.39871806956358
3439,Mustafa Shakur,190.0,86.0,University of Arizona,1984.0,Philadelphia,Pennsylvania,1.9,23.822714681440445
3440,Garret Siler,211.0,138.0,Augusta State University,1986.0,Augusta,Georgia,2.11,30.99660834213068
3441,Ish Smith,183.0,79.0,Wake Forest University,1988.0,Charlotte,North Carolina,1.83,23.589835468362743
3442,Tiago Splitter,211.0,111.0,,1985.0,Joinville,Brazil,2.11,24.932054536061635
3443,Lance Stephenson,196.0,104.0,University of Cincinnati,1990.0,Brooklyn,New York,1.96,27.072053311120367
3444,Pape Sy,201.0,102.0,,1988.0,Loudeac,France,2.01,25.246899829212154
3445,Evan Turner,201.0,99.0,Ohio State University,1988.0,Chicago,Illinois,2.01,24.504343951882387
3446,Ekpe Udoh,208.0,108.0,Baylor University,1987.0,Edmond,Oklahoma,2.08,24.96301775147929
3447,Ben Uzoh,190.0,92.0,University of Tulsa,1988.0,Houston,Texas,1.9,25.48476454293629
3448,Greivis Vasquez,198.0,98.0,University of Maryland,1987.0,Caracas,Venezuela,1.98,24.997449239873482
3449,John Wall,193.0,88.0,University of Kentucky,1990.0,Raleigh,North Carolina,1.93,23.624795296518027
3450,Willie Warren,193.0,92.0,University of Oklahoma,1989.0,Dallas,Texas,1.93,24.69864962817794
3451,Hassan Whiteside,213.0,120.0,Marshall University,1989.0,Gastonia,North Carolina,2.13,26.44977848310521
3452,Lavoy Allen,206.0,117.0,Temple University,1989.0,Morrisville,Pennsylvania,2.06,27.570930342162317
3453,Gustavo Ayon,208.0,113.0,,1985.0,Tepic,Mexico,2.08,26.118713017751478
3454,Keith Benson,208.0,106.0,Indiana University,1954.0,New Castle,Indiana,2.08,24.500739644970412
3455,Bismack Biyombo,206.0,115.0,,1992.0,Lubumbashi,Democratic Republic of the Congo,2.06,27.099632387595438
3456,MarShon Brooks,196.0,90.0,Providence College,1989.0,Long Branch,New Jersey,1.96,23.427738442315704
3457,Alec Burks,198.0,97.0,University of Colorado,1991.0,Grandview,Missouri,1.98,24.742373227221712
3458,Jimmy Butler,201.0,99.0,Marquette University,1989.0,Houston,Texas,2.01,24.504343951882387
3459,Derrick Byars,201.0,99.0,Vanderbilt University,1984.0,Memphis,Tennessee,2.01,24.504343951882387
3460,Norris Cole,188.0,79.0,Cleveland State University,1988.0,Dayton,Ohio,1.88,22.351742870076958
3461,Eric Dawson,206.0,113.0,Midwestern State University,1984.0,San Antonio,Texas,2.06,26.628334433028563
3462,Justin Dentmon,180.0,83.0,University of Washington,1985.0,Carbondale,Illinois,1.8,25.61728395061728
3463,Jerome Dyson,190.0,81.0,University of Connecticut,1987.0,Rockville,Maryland,1.9,22.437673130193907
3464,Kenneth Faried,203.0,103.0,Morehead State University,1989.0,Newark,New Jersey,2.03,24.994540027663867
3465,Jeff Foote,213.0,120.0,Cornell University,1987.0,Lockwood,New York,2.13,26.44977848310521
3466,Courtney Fortson,180.0,83.0,University of Arkansas,1988.0,San Antonio,Texas,1.8,25.61728395061728
3467,Jimmer Fredette,188.0,88.0,Brigham Young University,1989.0,Glens Falls,New York,1.88,24.898143956541425
3468,Mickell Gladness,211.0,99.0,Alabama A&M University,1986.0,Birmingham,Alabama,2.11,22.23669728891984
3469,Andrew Goudelock,190.0,90.0,College of Charleston,1988.0,Gainesville,Georgia,1.9,24.930747922437675
3470,Jordan Hamilton,178.0,72.0,University of North Texas,1948.0,Lexington,Kentucky,1.78,22.724403484408533
3471,Justin Harper,208.0,102.0,University of Richmond,1989.0,Richmond,Virginia,2.08,23.57618343195266
3472,Josh Harrellson,208.0,124.0,University of Kentucky,1989.0,St. Charles,Missouri,2.08,28.661242603550292
3473,Terrel Harris,196.0,86.0,Oklahoma State University,1987.0,Dallas,Texas,1.96,22.38650562265723
3474,Tobias Harris,190.0,86.0,University of New Orleans,1967.0,Monroe,Louisiana,1.9,23.822714681440445
3475,Cory Higgins,196.0,81.0,University of Colorado,1989.0,Danville,California,1.96,21.084964598084134
3476,Darington Hobson,201.0,95.0,University of New Mexico,1987.0,Las Vegas,Nevada,2.01,23.514269448776027
3477,Tyler Honeycutt,203.0,85.0,"University of California, Los Angeles",1990.0,Los Angeles,California,2.03,20.626562158751735
3478,Dennis Horner,206.0,104.0,North Carolina State University,1988.0,Linwood,New Jersey,2.06,24.507493637477616
3479,Kyrie Irving,190.0,87.0,Duke University,1992.0,Melbourne,Australia,1.9,24.099722991689752
3480,Reggie Jackson,190.0,94.0,Boston College,1990.0,Pordenone,Italy,1.9,26.038781163434905
3481,Charles Jenkins,190.0,99.0,Hofstra University,1989.0,Brooklyn,New York,1.9,27.423822714681442
3482,Carldell Johnson,178.0,81.0,University of Alabama at Birmingham,1983.0,New Orleans,Louisiana,1.78,25.5649539199596
3483,Ivan Johnson,203.0,104.0,University of Oregon,1984.0,San Antonio,Texas,2.03,25.237205464825653
3484,JaJuan Johnson,206.0,113.0,Wake Forest University,1987.0,Cheyenne,Wyoming,2.06,26.628334433028563
3485,Jerome Jordan,213.0,114.0,University of Tulsa,1986.0,Kingston,Jamaica,2.13,25.127289558949947
3486,Cory Joseph,190.0,87.0,University of Texas at Austin,1991.0,Toronto,Canada,1.9,24.099722991689752
3487,Enes Kanter,211.0,111.0,,1992.0,Zurich,Switzerland,2.11,24.932054536061635
3488,D.J. Kennedy,211.0,111.0,,1992.0,,,2.11,24.932054536061635
3489,Brandon Knight,178.0,78.0,Stanford University,1975.0,Livingston,New Jersey,1.78,24.61810377477591
3490,Malcolm Lee,196.0,90.0,"University of California, Los Angeles",1990.0,Riverside,California,1.96,23.427738442315704
3491,Kawhi Leonard,201.0,104.0,San Diego State University,1991.0,Los Angeles,California,2.01,25.741937080765336
3492,Travis Leslie,193.0,92.0,University of Georgia,1990.0,Atlanta,Georgia,1.93,24.69864962817794
3493,Jon Leuer,208.0,103.0,University of Wisconsin,1989.0,Long Lake,Minnesota,2.08,23.8073224852071
3494,DeAndre Liggins,198.0,94.0,University of Kentucky,1988.0,Chicago,Illinois,1.98,23.977145189266402
3495,Shelvin Mack,190.0,92.0,Butler University,1990.0,Lexington,Kentucky,1.9,25.48476454293629
3496,Vernon Macklin,208.0,102.0,University of Florida,1986.0,Portsmouth,Virginia,2.08,23.57618343195266
3497,E'Twaun Moore,208.0,102.0,,1986.0,,,2.08,23.57618343195266
3498,Darius Morris,193.0,86.0,University of Michigan,1991.0,Los Angeles,California,1.93,23.087868130688072
3499,Marcus Morris,188.0,88.0,Northwestern University,1925.0,,,1.88,24.898143956541425
3500,Markieff Morris,188.0,88.0,Northwestern University,1925.0,,,1.88,24.898143956541425
3501,Daniel Orton,208.0,115.0,University of Kentucky,1990.0,Oklahoma City,Oklahoma,2.08,26.58099112426035
3502,Jeremy Pargo,188.0,99.0,Gonzaga University,1986.0,Chicago,Illinois,1.88,28.010411951109102
3503,Chandler Parsons,208.0,104.0,University of Florida,1988.0,Casselberry,Florida,2.08,24.038461538461537
3504,Ryan Reid,203.0,105.0,Florida State University,1986.0,Lauderdale Lakes,Florida,2.03,25.479870901987436
3505,Ricky Rubio,193.0,87.0,,1990.0,Barcelona,Spain,1.93,23.35633171360305
3506,Josh Selby,188.0,83.0,University of Kansas,1991.0,Baltimore,Maryland,1.88,23.48347668628339
3507,Iman Shumpert,196.0,99.0,Georgia Institute of Technology,1990.0,Oak Park,Illinois,1.96,25.770512286547273
3508,Xavier Silas,196.0,92.0,Northern Illinois University,1988.0,San Antonio,Texas,1.96,23.94835485214494
3509,Chris Singleton,203.0,104.0,Florida State University,1989.0,Canton,Georgia,2.03,25.237205464825653
3510,Donald Sloan,190.0,92.0,Texas A&M University,1988.0,Shreveport,Louisiana,1.9,25.48476454293629
3511,Jerry Smith,188.0,86.0,University of Louisville,1987.0,Wauwatosa,Wisconsin,1.88,24.332277048438208
3512,Nolan Smith,188.0,83.0,Duke University,1988.0,Louisville,Kentucky,1.88,23.48347668628339
3513,Greg Stiemsma,211.0,117.0,University of Wisconsin,1985.0,Randolph,Wisconsin,2.11,26.279733159632535
3514,Julyan Stone,198.0,90.0,University of Texas at El Paso,1988.0,Alexandria,Virginia,1.98,22.95684113865932
3515,Isaiah Thomas,185.0,81.0,Indiana University,1961.0,Chicago,Illinois,1.85,23.66691015339664
3516,Lance Thomas,203.0,106.0,Duke University,1988.0,Brooklyn,New York,2.03,25.722536339149222
3517,Malcolm Thomas,206.0,102.0,San Diego State University,1988.0,Columbia,Missouri,2.06,24.036195682910737
3518,Trey Thompkins,206.0,107.0,University of Texas at Austin,1991.0,Toronto,Canada,2.06,25.21444056932793
3519,Klay Thompson,201.0,97.0,Washington State University,1990.0,Los Angeles,California,2.01,24.009306700329205
3520,Mychel Thompson,208.0,102.0,University of Minnesota,1955.0,Nassau,Bahamas,2.08,23.57618343195266
3521,Tristan Thompson,206.0,107.0,University of Texas at Austin,1991.0,Toronto,Canada,2.06,25.21444056932793
3522,Jeremy Tyler,208.0,117.0,,1991.0,San Diego,California,2.08,27.043269230769226
3523,Edwin Ubiles,198.0,92.0,Siena College,1986.0,Brooklyn,New York,1.98,23.46699316396286
3524,Jan Vesely,211.0,108.0,,1990.0,Ostrava,Czech Republic,2.11,24.258215224276185
3525,Nikola Vucevic,213.0,117.0,University of Southern California,1990.0,Morges,Switzerland,2.13,25.788534021027576
3526,Kemba Walker,203.0,95.0,University of Kentucky,1964.0,Roberta,Georgia,2.03,23.053216530369586
3527,Derrick Williams,190.0,90.0,University of Illinois at Urbana-Champaign,1984.0,Parkersburg,West Virginia,1.9,24.930747922437675
3528,Elliot Williams,196.0,86.0,University of Memphis,1989.0,Memphis,Tennessee,1.96,22.38650562265723
3529,Jordan Williams,188.0,83.0,New Mexico State University,1951.0,New Haven,Connecticut,1.88,23.48347668628339
3530,Chris Wright,203.0,102.0,University of Dayton,1988.0,Trotwood,Ohio,2.03,24.75187459050208
3531,Quincy Acy,201.0,108.0,Baylor University,1990.0,Tyler,Texas,2.01,26.732011583871692
3532,Josh Akognon,180.0,83.0,"California State University, Fullerton",1986.0,Greenbrae,California,1.8,25.61728395061728
3533,Harrison Barnes,190.0,92.0,Northeastern University,1945.0,,,1.9,25.48476454293629
3534,Will Barton,198.0,79.0,University of Memphis,1991.0,Baltimore,Maryland,1.98,20.15100499948985
3535,Aron Baynes,208.0,117.0,Washington State University,1986.0,Gisborne,New Zealand,2.08,27.043269230769226
3536,Kent Bazemore,196.0,91.0,Old Dominion University,1989.0,Kelford,North Carolina,1.96,23.688046647230323
3537,Bradley Beal,196.0,93.0,University of Florida,1993.0,St. Louis,Missouri,1.96,24.20866305705956
3538,Patrick Beverley,185.0,83.0,University of Arkansas,1988.0,Chicago,Illinois,1.85,24.251278305332356
3539,Victor Claver,206.0,101.0,,1988.0,Valencia,Spain,2.06,23.800546705627298
3540,Chris Copeland,206.0,108.0,University of Colorado,1984.0,Orange,New Jersey,2.06,25.45008954661137
3541,Jae Crowder,198.0,106.0,Marquette University,1990.0,Villa Rica,Georgia,1.98,27.038057341087644
3542,Jared Cunningham,193.0,88.0,Oregon State University,1991.0,Oakland,California,1.93,23.624795296518027
3543,Anthony Davis,206.0,97.0,University of Texas at El Paso,1968.0,Oakland,California,2.06,22.857950796493544
3544,Nando De,206.0,97.0,,1968.0,,,2.06,22.857950796493544
3545,Andre Drummond,211.0,126.0,University of Connecticut,1993.0,Mount Vernon,New York,2.11,28.301251094988885
3546,Kim English,198.0,90.0,University of Missouri,1988.0,Baltimore,Maryland,1.98,22.95684113865932
3547,Festus Ezeli,211.0,115.0,Vanderbilt University,1989.0,Benin City,Nigeria,2.11,25.83050695177557
3548,Evan Fournier,201.0,92.0,,1992.0,Saint-Maurice,France,2.01,22.771713571446256
3549,Joel Freeland,208.0,113.0,,1987.0,Farnham,United Kingdom,2.08,26.118713017751478
3550,Diante Garrett,190.0,83.0,Southern Illinois University,1947.0,,,1.9,22.991689750692522
3551,Draymond Green,201.0,104.0,Michigan State University,1990.0,Saginaw,Michigan,2.01,25.741937080765336
3552,Ben Hansbrough,190.0,92.0,University of Notre Dame,1987.0,Poplar Bluff,Missouri,1.9,25.48476454293629
3553,Maurice Harkless,206.0,97.0,St. John's University,1993.0,Queens,New York,2.06,22.857950796493544
